model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008
ACURA RDX,3.5,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5.0,No,,,,,,,,,,,,,
ACURA RDX,3.5,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
ACURA TLX,2.4,4.0,AMS-8,2WD,Gasoline,small car,3.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
ACURA TLX,3.5,6.0,SemiAuto-9,2WD,Gasoline,small car,3.0,20.0,32.0,24.0,5.0,No,,,,,,,,,,,,,
ACURA TLX,3.5,6.0,SemiAuto-9,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
ACURA TLX AWD A-SPEC,3.5,6.0,SemiAuto-9,4WD,Gasoline,small car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
ACURA TLX FWD A-SPEC,3.5,6.0,SemiAuto-9,2WD,Gasoline,small car,3.0,20.0,30.0,23.0,5.0,No,,,,,,,,,,,,,
ALFA ROMEO 4C,1.8,4.0,AutoMan-6,2WD,Gasoline,small car,1.0,24.0,34.0,28.0,6.0,No,,,,,,,,,,,,,
ALFA ROMEO Giulia,2.9,6.0,Auto-8,2WD,Gasoline,midsize car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,24.0,31.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,6.0,No,,,,,,,,,,,,,
AUDI A3 Cabriolet,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
AUDI A3 Cabriolet,2.0,4.0,AMS-7,2WD,Gasoline,small car,7.0,25.0,33.0,28.0,6.0,No,,,,,,,,,,,,,
AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A4 Ultra,2.0,4.0,AMS-7,2WD,Gasoline,small car,3.0,27.0,37.0,31.0,7.0,Yes,,,,,,,,,,,,,
AUDI A5,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A5,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A5 Cabriolet,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A5 Sportback quattro,2.0,4.0,AMS-7,4WD,Gasoline,midsize car,5.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6.0,No,,,,,,,,,,,,,
AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,26.0,5.0,No,,,,,,,,,,,,,
AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
AUDI A7,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,19.0,29.0,22.0,4.0,No,,,,,,,,,,,,,
AUDI Q3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3.0,20.0,28.0,23.0,5.0,No,,,,,,,,,,,,,
AUDI Q3,2.0,4.0,SemiAuto-6,4WD,Gasoline,small car,3.0,20.0,28.0,23.0,5.0,No,,,,,,,,,,,,,
AUDI Q5,2.0,4.0,SemiAuto-7,4WD,Gasoline,small SUV,3.0,23.0,27.0,25.0,5.0,No,,,,,,,,,,,,,
AUDI Q7,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
AUDI Q7,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
AUDI RS3,2.5,5.0,AMS-7,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
AUDI S3,2.0,4.0,AMS-7,4WD,Gasoline,small car,3.0,22.0,28.0,25.0,5.0,No,,,,,,,,,,,,,
AUDI S4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
AUDI S5,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
AUDI S5 Cabriolet,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
AUDI S5 Sportback,3.0,6.0,AMS-8,4WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
AUDI SQ5,3.0,6.0,AMS-8,4WD,Gasoline,small SUV,5.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No,,,,,,,,,,,,,
AUDI TT RS,2.5,5.0,AMS-7,4WD,Gasoline,small car,3.0,19.0,29.0,22.0,4.0,No,,,,,,,,,,,,,
AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No,,,,,,,,,,,,,
AUDI TTS Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,3.0,23.0,27.0,25.0,5.0,No,,,,,,,,,,,,,
AUDI allroad quattro,2.0,4.0,AMS-7,4WD,Gasoline,station wagon,5.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
BENTLEY Bentayga,6.0,12.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,12.0,19.0,15.0,2.0,No,,,,,,,,,,,,,
BENTLEY Chiron,8.0,16.0,AMS-7,4WD,Gasoline,small car,1.0,9.0,14.0,11.0,1.0,No,,,,,,,,,,,,,
BMW 230i Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 230i Coupe,2.0,4.0,Man-6,2WD,Gasoline,small car,7.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 230i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,35.0,28.0,6.0,No,,,,,,,,,,,,,
BMW 230i xDrive Convertible,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 230i xDrive Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,24.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 320i,2.0,4.0,Man-6,2WD,Gasoline,small car,3.0,23.0,35.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 320i,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3.0,24.0,35.0,28.0,6.0,No,,,,,,,,,,,,,
BMW 320i,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3.0,23.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 330i,2.0,4.0,Man-6,2WD,Gasoline,small car,7.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 330i,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 330i,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 330i Gran Turismo,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 330i Sports Wagon,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 340i,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,19.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 340i,3.0,6.0,Man-6,4WD,Gasoline,small car,3.0,19.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 340i,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 340i,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 340i Gran Turismo,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 430i Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 430i Convertible,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,22.0,32.0,26.0,5.0,No,,,,,,,,,,,,,
BMW 430i Coupe,2.0,4.0,Man-6,2WD,Gasoline,small car,7.0,21.0,33.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 430i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 430i Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 440i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,29.0,24.0,5.0,No,,,,,,,,,,,,,
BMW 440i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 440i Coupe,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,19.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 440i Coupe,3.0,6.0,Man-6,4WD,Gasoline,small car,3.0,19.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 440i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 440i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
BMW 530i,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7.0,24.0,34.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 530i,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7.0,23.0,33.0,27.0,6.0,No,,,,,,,,,,,,,
BMW 540i,3.0,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BMW 540i,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 640i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 640i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
BMW 650i Convertible,4.4,8.0,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW 650i Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW 740i,3.0,6.0,SemiAuto-8,2WD,Gasoline,large car,3.0,21.0,29.0,24.0,5.0,No,,,,,,,,,,,,,
BMW 740i,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
BMW 750i,4.4,8.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW 750i,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW Alpina B6 Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW Alpina B7,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW M2,3.0,6.0,AMS-7,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
BMW M2,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,18.0,26.0,21.0,4.0,No,,,,,,,,,,,,,
BMW M240i Convertible,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,18.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
BMW M240i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BMW M240i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BMW M240i Coupe,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,19.0,28.0,22.0,4.0,No,,,,,,,,,,,,,
BMW M240i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BMW M240i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BMW M3,3.0,6.0,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M3,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M4 Convertible,3.0,6.0,AMS-7,2WD,Gasoline,small car,3.0,16.0,22.0,19.0,3.0,No,,,,,,,,,,,,,
BMW M4 Convertible,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M4 Coupe,3.0,6.0,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M4 Coupe,3.0,6.0,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M4 DTM Champions Edition,3.0,6.0,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4.0,No,,,,,,,,,,,,,
BMW M550i,4.4,8.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No,,,,,,,,,,,,,
BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
BMW M6 Gran Coupe,4.4,8.0,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No,,,,,,,,,,,,,
BMW M6 Gran Coupe,4.4,8.0,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3.0,No,,,,,,,,,,,,,
BMW M760i xDrive,6.6,12.0,SemiAuto-8,4WD,Gasoline,large car,3.0,13.0,20.0,16.0,2.0,No,,,,,,,,,,,,,
BMW X1 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,7.0,23.0,32.0,26.0,5.0,No,,,,,,,,,,,,,
BMW X1 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,7.0,22.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,3.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
BMW X4 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5.0,No,,,,,,,,,,,,,
BUICK Encore,1.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,27.0,33.0,30.0,7.0,Yes,,,,,,,,,,,,,
BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,26.0,31.0,28.0,6.0,No,,,,,,,,,,,,,
BUICK Encore,1.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6.0,No,,,,,,,,,,,,,
BUICK Lacrosse,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,5.0,25.0,35.0,29.0,6.0,No,,,,,,,,,,,,,
BUICK Lacrosse,3.6,6.0,SemiAuto-9,2WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
BUICK Lacrosse,3.6,6.0,SemiAuto-9,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
CADILLAC ATS,2.0,4.0,Man-6,2WD,Gasoline,small car,5.0,20.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
CADILLAC ATS,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
CADILLAC ATS,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,5.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
CADILLAC ATS,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,5.0,20.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
CADILLAC ATS,3.6,6.0,SemiAuto-8,4WD,Gasoline,small car,5.0,19.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
CADILLAC ATS-V,3.6,6.0,Man-6,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3.0,No,,,,,,,,,,,,,
CADILLAC ATS-V,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
CADILLAC CT6,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,5.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
CADILLAC CT6,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,18.0,26.0,21.0,4.0,No,,,,,,,,,,,,,
CADILLAC CT6,3.6,6.0,SemiAuto-8,4WD,Gasoline,large car,5.0,18.0,27.0,21.0,4.0,No,,,,,,,,,,,,,
CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No,,,,,,,,,,,,,
CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No,,,,,,,,,,,,,
CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No,,,,,,,,,,,,,
CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No,,,,,,,,,,,,,
CADILLAC CTS-V,6.2,8.0,SemiAuto-8,2WD,Gasoline,midsize car,1.0,14.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No,,,,,,,,,,,,,
CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No,,,,,,,,,,,,,
CADILLAC XT5,3.6,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5.0,19.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
CADILLAC XT5,3.6,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5.0,18.0,25.0,21.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,2.0,4.0,Man-6,2WD,Gasoline,small car,5.0,20.0,30.0,23.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,small car,5.0,16.0,28.0,20.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,3.6,6.0,SemiAuto-8,2WD,Gasoline,small car,5.0,19.0,29.0,23.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,6.2,8.0,SemiAuto-10,2WD,Gasoline,small car,1.0,13.0,21.0,15.0,2.0,No,,,,,,,,,,,,,
CHEVROLET Camaro,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,17.0,27.0,20.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,2.5,4.0,Auto-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,2.5,4.0,Auto-6,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,2.5,4.0,Man-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,2.8,4.0,Auto-6,2WD,Diesel,pickup,3.0,22.0,30.0,25.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,20.0,28.0,23.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5.0,18.0,25.0,20.0,4.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,3.6,6.0,Auto-8,2WD,Gasoline,special purpose,5.0,15.0,15.0,15.0,2.0,No,,,,,,,,,,,,,
CHEVROLET Colorado,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,17.0,24.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Colorado ZR2,2.8,4.0,Auto-6,4WD,Diesel,pickup,3.0,19.0,22.0,20.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Colorado ZR2,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5.0,16.0,18.0,17.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,15.0,22.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,13.0,23.0,16.0,2.0,No,,,,,,,,,,,,,
CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,15.0,25.0,18.0,3.0,No,,,,,,,,,,,,,
CHEVROLET Cruze,1.4,4.0,Man-6,2WD,Gasoline,small car,6.0,27.0,40.0,32.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,40.0,33.0,8.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze,1.6,4.0,Auto-9,2WD,Diesel,small car,3.0,31.0,47.0,37.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze,1.6,4.0,Man-6,2WD,Diesel,small car,3.0,30.0,52.0,37.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Hatchback,1.4,4.0,Man-6,2WD,Gasoline,midsize car,6.0,27.0,38.0,31.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,29.0,38.0,32.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Hatchback,1.6,4.0,Auto-9,2WD,Diesel,midsize car,3.0,30.0,45.0,35.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Hatchback,1.6,4.0,Man-6,2WD,Diesel,midsize car,3.0,29.0,48.0,35.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Premier,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,6.0,29.0,39.0,33.0,8.0,Yes,,,,,,,,,,,,,
CHEVROLET Cruze Premier Hatchback,1.4,4.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,28.0,37.0,31.0,7.0,Yes,,,,,,,,,,,,,
CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No,,,,,,,,,,,,,
CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No,,,,,,,,,,,,,
CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No,,,,,,,,,,,,,
CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,,,,,,,,,,,,,
CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No,,,,,,,,,,,,,
